thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
42.400000000000006,75.0,2.8000000000000003,-2.2,c2,2.0,1,0,a,-0.1669489492034822,23.311839246721128
50.6,,2.1,7.5,c3,3.0,0,0,b,1.6294413499814258,32.481334641397105
112.81867350217316,79.0,-2.9000000000000004,-6.6000000000000005,c2,3.0,0,0,a,0.5197142157723001,13.24038060510373
55.1,76.0,-4.1000000000000005,-4.6000000000000005,c1,4.0,1,1,a,,37.52843394521358
56.2,94.0,3.0,-4.6000000000000005,c3,2.0,,0,a,0.4486216333723141,38.78469562940314
48.1,72.0,3.8,7.4,c2,3.0,1,0,a,-0.4242633048755254,29.74007670766779
30.3,82.0,4.7,1.2000000000000002,c1,5.0,0,1,,1.159209197243827,9.673623410139124
42.2,103.0,4.2,0.2,c2,4.0,1,1,a,,23.032232365978498
,151.0,0.9,-1.3,c2,1.0,1,0,a,-0.1133443070173017,43.096117406924265
27.9,54.0,1.6,10.4,c3,2.0,1,0,,0.0093126700326175,6.99805147344285
47.400000000000006,74.0,3.2,3.0,c4,2.0,0,1,a,-1.1195827083244896,28.87228929025833
40.7,45.0,-2.7,-4.6000000000000005,c3,3.0,1,0,a,0.1133128436601463,21.37999299379467
,119.0,4.9,-9.5,c5,2.0,1,1,a,-0.2285144515350797,39.24113271426353
44.8,129.0,5.1000000000000005,8.6,c1,3.0,0,0,a,0.0877300448898231,
53.400000000000006,104.0,-4.2,-8.200000000000001,,5.0,1,1,,1.1064453240004537,35.6355861866205
54.7,109.0,2.2,-3.3000000000000003,,4.0,0,0,a,-1.1870535463123406,37.08914377252184
64.9,125.0,5.300000000000001,-0.2,c3,1.0,0,0,a,-0.0836588351180293,
48.5,105.0,1.5,5.9,c4,3.0,0,0,,1.5162244011182462,30.173522506921667
53.2,,4.2,1.9,c3,4.0,0,0,a,-0.1608488812063907,35.3843993266035
38.3,132.0,4.0,-4.6000000000000005,c1,2.0,0,1,a,-0.3619347977283486,18.63450068785308
59.7,130.0,0.4,-2.1,c3,1.0,1,0,a,0.2152738471712104,42.713722069643694
44.1,105.0,,-1.5,c1,5.0,0,1,a,1.2166066266640168,25.15542036735772
45.7,86.0,0.3,0.2,c2,4.0,0,1,a,0.0894693387818736,26.95321252321029
50.0,97.0,-0.8,,c3,5.0,1,0,a,1.173626227357868,31.799769846357105
37.6,76.0,3.9,-4.800000000000001,c3,4.0,0,0,a,-1.01036339122319,17.934040891941354
52.0,94.0,3.2,0.8,c2,4.0,1,1,a,1.3708528697798692,34.05893026036044
,117.0,7.800000000000001,5.0,c3,4.0,1,0,a,-0.2960552574027499,40.70719645632509
52.5,121.0,3.5,-3.9,c5,3.0,0,1,a,0.648809234812963,
37.4,81.0,4.5,-6.0,c1,2.0,1,0,a,1.0619730722757017,
49.2,91.0,-1.6,,c1,1.0,0,1,a,-0.6417968478394656,30.885716351033064
56.1,114.0,-1.4,-4.0,c1,3.0,1,1,a,1.9942221867106216,38.67826012681542
35.1,49.0,-2.4000000000000004,-4.7,c2,,0,0,a,0.249166664054121,15.098101106306828
41.6,108.0,1.1,2.6,c1,4.0,,1,a,-0.3977607902584911,
,101.0,-3.4000000000000004,,c2,3.0,0,1,a,1.6838666427651303,
52.3,73.0,1.2000000000000002,-0.3,c1,5.0,1,1,a,0.7750864857005478,34.43085890777558
53.5,118.0,0.7000000000000001,1.8,c1,2.0,0,0,a,2.266308193790339,35.70774423914079
65.0,139.0,5.800000000000001,2.7,c1,3.0,1,0,a,0.0740343502104623,
53.900000000000006,84.0,5.2,-3.0,c5,2.0,0,1,a,-1.2620558481170514,36.21697500655582
55.400000000000006,126.0,6.1000000000000005,0.9,c1,2.0,1,1,a,0.4167299504468624,37.92099209389861
71.9,154.0,-0.5,-4.0,c1,3.0,0,0,a,-1.77044371397058,
48.400000000000006,151.0,6.2,-2.9000000000000004,c1,1.0,0,0,a,0.8607358594980979,
43.8,83.0,4.3,3.8,c5,4.0,0,1,a,0.098755121841903,
53.6,105.0,0.6000000000000001,-1.1,c2,1.0,1,0,a,,35.850167584224195
53.7,90.0,1.2000000000000002,-3.3000000000000003,c4,5.0,0,1,a,-0.1310843103367517,
45.900000000000006,107.0,-4.0,-0.9,c1,2.0,0,1,a,-0.9244206264224624,27.25956147248413
41.900000000000006,86.0,5.6000000000000005,1.1,c1,3.0,1,1,a,-1.85759233358616,22.708426824006377
68.60000000000001,347.4235460644291,3.8,8.0,c2,5.0,1,0,,-0.9259106064890624,52.7885997988107
52.8,93.0,0.5,-2.3000000000000003,c3,4.0,1,0,a,-0.8572684192947385,34.941591233492204
44.3,103.0,2.4000000000000004,-3.6,c4,2.0,0,0,a,0.1004468549837053,25.40943156738132
57.5,106.0,-1.1,-6.5,c1,2.0,1,1,a,-0.9709958468861204,40.24337272051639
49.3,49.0,-2.1,-3.0,c5,1.0,0,1,a,1.2475095716581084,31.01769363594799
48.1,114.0,6.6000000000000005,-0.4,c2,3.0,1,1,a,2.2105131661334205,29.72406698313952
54.7,61.0,3.8,2.3000000000000003,c2,4.0,0,1,a,0.5680564472315649,37.06045584723044
39.8,79.0,3.1,-0.6000000000000001,,5.0,1,1,,-0.8583840419785292,20.37305958591479
53.0,,2.9000000000000004,,c2,2.0,0,1,a,-0.0255035612410604,35.17364483525455
65.5,126.0,1.4,-0.6000000000000001,c3,1.0,0,0,a,-0.0010439226686132,49.21659326958577
53.900000000000006,108.0,-0.1,2.5,c2,2.0,0,1,a,-0.8913692341071683,36.19559895977579
47.1,96.0,3.0,-1.2000000000000002,c1,5.0,0,1,a,-0.2911745069037229,28.61409106594882
46.1,103.0,-0.1,-0.9,c1,5.0,1,1,a,1.2866359551869384,27.43605247614582
46.900000000000006,92.0,5.0,4.6000000000000005,c5,2.0,0,1,a,-0.8171018084182904,28.30694023989401
48.1,167.0,2.6,-4.5,,3.0,0,0,b,0.9003603797401811,29.71433589756997
47.1,86.0,-2.0,-1.1,c5,4.0,0,1,a,-0.2447420771332259,28.59974120517555
57.5,80.0,-0.6000000000000001,1.3,c3,3.0,0,1,a,-1.0072973118160944,
36.3,39.0,0.3,2.8000000000000003,c3,5.0,0,0,a,-0.2965974241561286,
57.1,130.0,-3.4000000000000004,-9.3,c1,4.0,1,1,a,0.8776462053172945,
47.1,52.0,4.0,-2.5,c3,4.0,0,0,a,-0.1012536567800098,28.58282127371695
53.2,73.0,-0.2,-2.0,c2,3.0,0,1,a,-0.6054531390941646,35.39253007125835
41.1,49.0,8.200000000000001,5.1000000000000005,c2,2.0,0,1,a,-0.2392033925154603,21.857108808192223
60.8,131.0,-0.6000000000000001,-2.1,c3,2.0,1,0,a,-1.031969056314114,43.95767960164493
60.1,153.0,-0.1,-3.2,c1,5.0,,1,a,0.1865207245627347,43.21071464154686
,88.0,3.9,,c2,2.0,1,1,a,0.91862519580178,40.63631473175066
38.0,91.0,-2.4000000000000004,-14.5,c3,2.0,1,0,a,1.0194182617373138,18.367207017858146
56.8,40.0,-0.7000000000000001,0.5,c4,4.0,0,1,a,1.814973484612881,39.46208963959448
53.400000000000006,86.0,5.7,9.6,c2,1.0,1,1,a,0.6517340717023355,35.64369578872138
,95.0,-0.1,-4.1000000000000005,c2,4.0,0,0,a,-2.25047189650087,17.552558775806894
50.0,92.0,-2.3000000000000003,-2.8000000000000003,c2,3.0,1,1,a,0.3778193585512836,31.781323546062666
53.1,132.0,-1.1,4.6000000000000005,c1,1.0,0,0,a,,
54.6,48.0,2.4000000000000004,0.6000000000000001,c1,2.0,1,1,a,-0.4364942786613102,
51.6,83.0,4.9,4.0,c4,2.0,1,1,a,-0.7461059299028783,33.5953523025397
52.5,117.0,-0.9,,c1,2.0,0,0,a,0.4843067698223194,34.62108275162642
62.0,132.0,2.8000000000000003,9.5,c2,2.0,1,0,a,-0.0683418538427692,45.26250253027786
60.0,131.0,7.9,0.8,c2,5.0,1,0,a,-0.4924811391918879,43.03430518919612
27.200000000000003,67.0,-0.6000000000000001,-3.9,c5,5.0,1,0,a,0.0558611157271828,6.196505415955308
47.6,65.0,-0.0,2.1,c3,2.0,,0,a,,29.14305300646086
48.8,77.0,0.5,1.0,c3,3.0,0,0,a,-1.0057135554802206,30.51814075210444
36.1,139.0,0.2,1.5,c3,3.0,1,1,a,0.5895636628264613,16.23111284545726
50.900000000000006,68.0,-1.3,-13.9,c1,2.0,0,0,a,1.8102936784917203,32.84764752409081
60.2,79.0,7.6,-3.3000000000000003,c2,5.0,1,1,a,-0.6173211210380201,43.23881995169456
41.5,104.0,3.5,9.0,c1,1.0,0,0,a,1.2635958590007348,22.22088926368469
52.900000000000006,76.0,,0.2,c2,5.0,1,1,a,-0.2581211946299834,35.02760844820885
,317.4210334036234,4.7,4.0,c1,,0,0,a,1.1593799323146952,23.757588704332058
44.8,,5.800000000000001,-1.8,c4,3.0,0,0,a,-1.2403266262600807,25.95279178688291
62.0,114.0,-1.3,-4.5,c1,5.0,1,1,a,0.2194334696260754,45.29654270753032
45.8,101.0,1.3,1.9,c1,3.0,,1,a,1.1402525608918328,27.11697961899357
53.900000000000006,57.0,4.1000000000000005,-3.9,c2,4.0,0,1,a,,
35.2,103.0,2.3000000000000003,-2.5,c1,,1,1,a,-0.026701930840185,15.159036955451118
65.10000000000001,65.0,5.300000000000001,4.6000000000000005,c1,,0,1,,-0.9862755817497854,
55.0,279.3434268897909,4.4,4.7,c5,2.0,0,1,a,-0.3490111044991011,
48.7,101.0,2.9000000000000004,-1.3,c1,3.0,1,1,a,0.3174575225355391,30.357501416147645
54.8,123.0,-2.1,0.7000000000000001,c3,2.0,0,1,a,,37.179918589999055
38.900000000000006,41.0,-0.4,2.0,c3,3.0,0,0,a,-0.6958408122622074,
,102.0,0.4,-8.9,c1,3.0,0,1,a,0.1330426062606196,
47.6,51.0,4.1000000000000005,8.9,c1,1.0,0,1,a,-0.7936987500229995,29.08413702053213
48.5,89.0,4.800000000000001,7.5,c2,4.0,0,1,a,-0.4148111569019258,30.16337436456409
46.2,72.0,6.1000000000000005,4.6000000000000005,c4,2.0,1,1,b,-0.7985067234632796,27.57509946531064
45.5,75.0,2.0,-0.4,c3,3.0,0,0,a,0.1747913819279014,26.774137375289737
55.7,127.0,3.8,5.0,,5.0,1,0,a,-0.8559591435316677,38.25203550465568
52.2,111.0,7.2,7.0,c1,2.0,0,0,a,-0.992864227179655,34.30316165093801
55.400000000000006,124.0,-1.5,-4.1000000000000005,c3,3.0,1,0,a,-1.021671924835699,37.86573327262736
50.1,97.0,0.2,5.4,c2,5.0,0,1,a,-1.238846670638027,31.920847794629857
54.3,127.0,4.6000000000000005,-6.5,c1,3.0,1,1,a,0.346861905548525,36.61879829969463
46.8,94.0,5.800000000000001,0.7000000000000001,c3,5.0,1,0,a,0.9057558448255544,28.230361304674656
68.0,117.0,-1.1,-0.6000000000000001,c5,1.0,0,1,a,-0.2066064609880952,
37.6,95.0,4.6000000000000005,2.2,c4,2.0,1,1,a,-1.266357649664937,
60.3,106.0,0.4,1.7000000000000002,c3,4.0,0,0,a,-1.646647387412268,43.34843591206686
,110.0,1.0,-6.6000000000000005,c5,,0,1,a,-0.5199482709216942,
43.3,118.0,4.5,1.3,c2,2.0,1,1,a,-0.4767317324797619,24.330570746309657
68.0,157.0,-2.1,1.4,,2.0,0,0,a,-0.0454958477033366,52.06346249500376
58.1,,4.4,-4.1000000000000005,c2,4.0,0,1,a,-0.1364128906885484,40.95941254650786
57.900000000000006,137.0,3.9,0.8,c3,4.0,0,0,a,0.4852560206632163,40.740251061406205
50.400000000000006,66.0,3.0,-1.3,c4,3.0,1,0,a,-0.8708028852303764,32.25219968323289
48.400000000000006,90.0,,1.2000000000000002,c5,5.0,,1,a,,
48.5,77.0,3.4000000000000004,3.1,c2,3.0,0,1,a,-1.0828366057918313,
53.3,106.0,-2.1,,c2,4.0,0,1,a,-0.3832387430701987,
61.400000000000006,139.0,4.7,1.3,c1,1.0,0,0,a,-0.2342760069328907,
51.6,118.0,1.0,-0.4,c3,5.0,1,0,a,-0.8449037013190992,33.63182796075277
42.900000000000006,99.0,2.9000000000000004,0.3,c3,,,0,a,-2.196506337277862,23.79700739176439
,115.0,3.9,1.6,c3,5.0,0,0,a,1.015455272313326,39.419843561464816
57.5,109.0,-1.0,3.7,c1,5.0,1,1,a,3.390208789959467,40.29035671755313
55.400000000000006,142.0,-2.8000000000000003,-9.1,c2,4.0,0,1,a,1.0763608976682748,37.89193575603007
56.1,69.0,1.1,0.8,c1,,0,1,a,-1.8532886728128823,
48.0,79.0,0.7000000000000001,-5.0,c2,5.0,1,0,a,-0.0233572125097835,29.561646828579725
42.7,99.0,3.4000000000000004,9.7,c1,2.0,1,0,a,-0.2944722973901037,23.639097495824785
-36.11867350217315,130.0,3.7,2.0,c4,5.0,0,1,a,,24.186259124232983
37.1,69.0,3.1,-4.2,c4,3.0,1,0,a,0.0899308398506059,17.28083076387928
52.1,97.0,1.5,-1.3,c3,2.0,0,0,a,-0.2395399737221719,34.13253750391355
49.5,64.0,5.5,-3.0,c1,2.0,1,1,a,-0.8320479817665596,31.24896095096065
46.6,80.0,-1.6,-5.7,c2,2.0,0,0,a,0.3761849694547891,28.04011065923262
26.5,80.0,5.800000000000001,6.1000000000000005,c1,4.0,0,1,a,-0.3981264690305495,5.3994305808943714
40.2,126.0,-5.6000000000000005,-0.7000000000000001,c1,4.0,0,1,a,0.2422427705223693,20.77414277275248
59.1,108.0,4.0,6.4,c2,3.0,0,0,,0.3535070709121115,42.0875658626285
44.8,70.0,-2.8000000000000003,-4.5,c1,3.0,0,0,a,-0.0007274782593795,26.018365999431825
53.0,107.0,,1.0,c4,2.0,0,1,a,-0.0840492367935059,35.24532509891157
39.0,38.0,-1.3,0.7000000000000001,c5,2.0,1,0,a,-0.3711144304555973,19.483831130222693
61.7,153.0,6.2,13.3,c5,4.0,0,0,a,-0.1069650533374947,44.94834934123308
49.0,,5.0,0.2,c1,3.0,1,1,a,-1.3980371435387358,30.703751059507912
52.5,113.0,0.2,5.0,c2,1.0,1,0,a,-2.212473958913825,
68.8,140.0,-0.8,-7.0,c1,4.0,0,0,a,-0.2638748483888941,52.93201812693516
62.3,138.0,,5.800000000000001,c3,5.0,0,0,a,,
47.7,103.0,2.9000000000000004,,c2,4.0,,1,a,-0.4890457400724034,29.24090940841648
45.400000000000006,92.0,4.800000000000001,,c2,1.0,0,0,a,-0.8382318835196264,26.66101833616677
47.6,108.0,6.9,3.2,c1,4.0,1,1,a,-0.0025008598520181,29.070094896324218
54.2,130.0,5.0,-0.6000000000000001,c1,1.0,0,1,a,-1.0934556767554997,36.58908423628882
49.3,147.0,-0.2,0.0,c1,1.0,0,1,a,-1.073054324138549,31.05298279174216
47.0,,-2.8000000000000003,1.1,c1,2.0,0,1,a,-0.4908186814693566,28.442802694968755
61.900000000000006,71.0,4.3,-6.800000000000001,c1,3.0,0,1,a,0.0288490023413101,45.20463125638138
49.2,57.0,7.2,4.0,c4,4.0,0,1,a,-0.0907814356710924,30.972110973999467
68.60000000000001,83.0,1.8,-4.7,c1,4.0,1,1,b,1.2076911056938362,52.696301837335874
50.900000000000006,69.0,4.800000000000001,6.4,,2.0,0,1,a,-0.3897896397192797,32.81668307376956
,89.0,3.5,,,3.0,0,0,a,-1.5440354953281517,48.06786554802255
53.0,94.0,2.9000000000000004,0.1,c4,2.0,0,1,a,-1.098647154816714,35.21587480439564
,136.0,0.1,-4.5,c2,,0,1,a,-0.7190110538071515,40.66664515924503
44.400000000000006,108.0,,-5.1000000000000005,c4,2.0,1,0,a,-0.2872684175399825,25.47850053634048
43.3,72.0,,9.5,c1,2.0,1,0,a,-1.2973750895820668,24.31616699671329
53.8,92.0,5.800000000000001,9.1,c3,5.0,0,0,a,0.4591092871924416,
,168.0,4.4,-6.1000000000000005,c4,2.0,0,0,a,0.4371361934393675,
50.5,117.0,5.7,6.2,c2,2.0,1,0,a,-0.8714331702276892,
39.900000000000006,88.0,-4.4,-10.1,,5.0,0,0,a,1.090492664619796,20.422459984246725
39.3,85.0,5.1000000000000005,0.7000000000000001,c2,1.0,0,1,a,-0.2027231509338009,19.757674703396056
38.7,73.0,0.7000000000000001,-6.300000000000001,c3,1.0,0,0,a,-1.0119959511444865,
36.0,131.0,8.9,-2.3000000000000003,c4,3.0,1,1,a,-0.6020910512970683,16.09140098354557
51.0,97.0,-0.3,-2.0,c2,2.0,1,1,,-0.7645576913158024,32.985368235023785
59.2,120.0,0.3,,c1,5.0,0,0,a,0.9454629055808946,
50.1,56.0,4.0,-2.0,c3,4.0,0,0,a,-0.6755760163158887,
32.1,53.0,2.8000000000000003,4.6000000000000005,c1,3.0,1,1,a,1.1616793004354695,11.65626718395933
48.6,83.0,-1.4,1.6,c1,1.0,0,1,a,0.337497475747485,
48.900000000000006,111.0,3.3000000000000003,4.4,c1,2.0,,1,a,-0.0949266237552344,30.534809030306537
66.9,108.0,5.9,,c2,5.0,0,0,a,0.4467591841837767,50.86398875202896
38.5,82.0,0.7000000000000001,3.0,c2,2.0,0,1,a,-0.2621572593597063,18.885758783723997
47.0,243.98055254928315,0.5,6.5,c3,1.0,0,0,a,-0.4650515436313844,28.48390157660724
63.8,94.0,2.2,-4.5,c1,2.0,0,1,a,-1.3100874904909938,47.35267412490108
53.8,280.98902370774147,3.4000000000000004,4.5,c2,4.0,1,1,a,0.9042538698337792,36.04980507211893
,103.0,2.3000000000000003,6.800000000000001,c3,5.0,0,0,a,2.429513426311636,
51.1,105.0,0.4,-4.6000000000000005,c2,2.0,1,0,a,-1.0427237048268485,33.031259933214905
52.8,100.0,5.2,-11.8,c3,2.0,1,0,a,-0.0090455603148165,34.96949184791538
56.400000000000006,88.0,4.7,-2.8000000000000003,c4,4.0,1,1,a,1.786129148230394,38.998485772506825
43.7,86.0,3.4000000000000004,-1.7000000000000002,c1,2.0,0,0,a,1.9243597678394848,24.714623129965105
57.2,104.0,-2.0,-1.0,c4,2.0,1,1,a,1.610508685413674,
39.2,54.0,4.0,-0.5,c4,2.0,0,0,a,-0.073625784669334,19.642972848030148
52.8,107.0,5.9,3.6,c2,2.0,0,0,a,1.3661762693124375,34.95531175548384
51.6,152.0,-2.2,,c4,1.0,0,1,a,0.0823529470549557,33.60866866957694
45.2,88.0,-4.7,-6.300000000000001,c2,4.0,1,0,a,-1.006579645174649,26.45336220627103
50.0,,0.6000000000000001,,c4,2.0,0,1,a,0.3315350671290899,31.79583252206918
,132.0,0.8,-3.6,c3,2.0,0,0,a,0.4536801207742893,26.397138626010022
41.6,120.0,4.9,6.1000000000000005,c5,3.0,0,1,a,1.5036256933332033,22.3546880582443
47.3,,7.300000000000001,10.7,c1,,0,0,a,-0.5517408458596609,
41.3,84.0,-1.3,-7.6,c3,3.0,0,0,a,-0.8623695021104373,22.06410228165505
52.7,84.0,4.3,3.1,c1,2.0,1,1,a,0.3648693418454628,34.90517717683923
41.0,,1.4,-6.5,c5,1.0,1,0,a,0.6106325910912721,21.64923055262873
55.900000000000006,141.0,5.4,-4.3,c1,3.0,1,1,a,1.702399987678263,38.407793206919465
40.7,,-3.4000000000000004,-0.2,,3.0,1,1,,0.380491948209933,21.36668838864062
45.6,68.0,7.6,13.6,c4,2.0,0,0,a,-0.4820061731422106,26.903345759770943
45.2,24.0,4.4,0.8,c2,3.0,0,0,a,0.0474506052753965,26.37856932606339
60.8,118.0,4.7,10.3,c3,4.0,0,0,a,2.9102735392782724,43.926320559873545
,80.0,5.2,0.2,c2,1.0,1,1,a,-1.9034826099568207,
48.5,78.0,-0.2,-2.8000000000000003,c2,4.0,0,1,a,-0.0155072380336683,30.09439577710045
54.2,101.0,6.5,11.2,c4,3.0,0,0,a,1.7297502972004872,36.48847496962751
33.300000000000004,83.0,3.6,-2.4000000000000004,,2.0,0,0,a,0.1754390793079696,13.035268874032807
49.8,79.0,-0.7000000000000001,1.7000000000000002,c2,4.0,0,1,a,-0.880725819881591,31.611797693231832
66.10000000000001,131.0,4.6000000000000005,1.0,c3,4.0,0,0,a,-0.5662488927899014,49.97762760024287
-28.118673502173152,99.0,1.6,-3.2,c2,4.0,1,1,,0.8066981412672554,33.19111855762405
50.7,39.0,3.1,-1.1,c5,3.0,0,1,a,-0.9528101081345948,32.61121852252402
54.5,122.0,,-7.4,c3,3.0,1,0,a,,36.93315541677976
,100.0,-2.9000000000000004,1.2000000000000002,c2,3.0,1,1,a,0.058549999078385,40.06044718982911
34.2,39.0,0.2,-0.5,c2,2.0,1,0,a,,14.022799763991262
36.7,58.0,2.7,0.1,c1,1.0,0,0,a,0.8149791904591086,
51.8,109.0,6.300000000000001,0.9,c5,5.0,0,1,a,0.834744192726197,33.89262161977532
44.400000000000006,92.0,5.4,4.4,c1,1.0,0,1,a,0.2748499178056742,
60.7,135.0,-2.3000000000000003,0.1,c1,3.0,1,0,,0.7495805015629597,43.80822735997923
47.6,108.0,3.7,0.5,c2,2.0,0,0,a,-0.0501361848189411,29.163430491032983
34.7,43.0,4.9,6.800000000000001,c3,4.0,0,1,a,-0.8832547134198749,
40.0,4.0,5.300000000000001,4.2,c3,3.0,0,0,a,-0.0915656740779589,20.587874748404023
28.1,67.0,2.2,-0.1,c1,2.0,0,0,a,0.5812196860719805,7.25291582332482
48.3,114.0,4.9,6.6000000000000005,c1,2.0,0,0,a,0.9624369783741455,29.892870164453782
48.7,92.0,2.9000000000000004,-1.2000000000000002,c1,2.0,0,0,a,1.867168502043666,30.30454285462055
46.8,112.0,-1.4,-8.1,c3,3.0,0,0,a,-0.331025698118119,
58.8,88.0,,2.2,,3.0,1,1,a,-0.9928187504110628,
,107.0,,-2.3000000000000003,c4,4.0,1,1,a,-0.9945898833600564,42.78667852865024
48.8,73.0,-0.0,-2.6,c2,2.0,0,0,a,,30.466504189795
33.1,90.0,-0.2,3.3000000000000003,c2,4.0,1,1,a,-1.9892821170510449,12.787756992708296
55.1,84.0,-0.9,-0.3,c2,2.0,0,1,a,-1.3971611158750974,37.555534224430325
-24.718673502173157,163.0,2.9000000000000004,0.5,c4,5.0,0,0,a,0.2480283047273194,36.99824205657718
52.6,91.0,-0.3,-1.9,c3,1.0,1,0,,0.2959105423873713,34.7845241314125
58.0,,,3.9,c1,4.0,0,0,a,-1.5233211241527809,40.83331774377304
40.8,71.0,5.4,5.300000000000001,c1,2.0,1,1,a,0.6219887375174452,21.51654713185064
66.2,164.0,-4.1000000000000005,-5.0,c2,4.0,0,0,a,0.0776111669299695,
42.5,122.0,0.1,-2.2,c2,3.0,0,0,a,0.7451973917344414,23.365150221723187
56.2,102.0,-0.1,-7.4,c5,3.0,0,1,a,1.0597332924551413,38.74300634480769
36.7,85.0,2.3000000000000003,,c1,5.0,1,1,a,-0.1300238050113755,16.813870750279836
42.7,122.0,-0.7000000000000001,-1.0,c4,3.0,,1,a,0.0340059128559974,23.627617814569543
62.3,129.0,4.6000000000000005,3.2,c4,2.0,1,0,a,0.4863538980865762,45.64731782052802
48.1,72.0,-1.8,-9.5,c2,3.0,0,0,a,-1.0466752485973088,29.651901592992356
56.900000000000006,114.0,-2.2,-5.9,,1.0,1,1,a,,39.55930344619518
52.1,83.0,0.2,-5.4,c1,2.0,0,1,a,-1.530644698013589,34.132598498473214
49.3,103.0,-1.0,3.3000000000000003,c3,2.0,0,0,a,1.1122294984328804,
61.1,98.0,-1.8,-2.1,c1,3.0,,1,a,0.5576067429804732,44.2746529243942
48.3,107.0,3.4000000000000004,3.2,c4,5.0,0,1,a,-0.6587547607985754,29.870070578132896
35.9,28.0,-0.9,-2.6,c3,2.0,0,0,a,0.0123684744337519,15.973357031928764
43.7,59.0,5.4,0.5,c3,4.0,1,0,a,-0.5387787508401877,24.770839172434652
54.6,86.0,5.9,1.7000000000000002,c3,5.0,0,1,a,0.3797409714232023,
53.3,101.0,4.1000000000000005,4.0,c1,3.0,1,1,a,1.2660343141780457,
37.6,38.0,4.4,1.1,c3,4.0,1,0,a,-0.2240845448174485,17.896475747881055
44.400000000000006,67.0,2.1,2.4000000000000004,c2,4.0,1,0,a,0.2916172217953117,25.48091732532619
45.5,114.0,3.7,2.2,c1,2.0,0,1,a,1.234904852148286,26.76450785717978
47.2,120.0,-0.1,-0.4,c1,5.0,0,1,a,,28.710773652971973
,14.0,3.4000000000000004,2.9000000000000004,c2,2.0,1,0,a,0.9593822707762274,19.616777702586035
45.1,76.0,-0.9,-4.6000000000000005,c2,1.0,0,0,a,-0.7240702593561722,26.344660026924693
44.3,302.83665635367475,4.5,1.0,c1,4.0,0,1,a,-0.2193742072411963,
56.3,121.0,3.2,5.1000000000000005,c2,2.0,1,0,a,0.832395614107745,38.94379933785727
56.6,122.0,4.800000000000001,10.3,c5,1.0,1,0,a,1.2359833527250543,39.28209179891219
49.0,114.0,0.1,2.4000000000000004,c2,2.0,0,0,b,-1.1883281636992584,30.687705877200656
47.0,,4.1000000000000005,-9.8,c1,,0,0,a,-0.0654239323220503,28.471641837163418
51.3,108.0,3.2,-2.0,c2,2.0,0,1,,1.349381266597346,33.25931880835202
43.6,102.0,1.5,0.2,c2,1.0,0,1,a,0.4046366709190196,24.650824032899827
41.0,247.6605930830796,-2.0,-8.0,c4,2.0,0,0,a,-0.7593735629675469,21.678511260493032
42.6,77.0,-4.1000000000000005,-10.1,c2,3.0,1,0,a,0.4022976651759651,23.538009119668548
45.1,91.0,-2.0,-5.1000000000000005,c1,1.0,1,0,a,-0.4885499946348163,26.28668152425689
40.8,54.0,2.6,2.2,c1,4.0,0,1,a,1.328203454000528,
51.5,,0.1,1.1,c1,4.0,0,1,a,-0.7665985997702734,33.45853603156587
56.0,72.0,4.3,0.6000000000000001,c3,4.0,1,1,a,,38.56744106405338
37.5,57.0,5.0,0.9,c1,2.0,1,1,a,0.1460924323016477,17.71611529281582
50.400000000000006,119.0,3.3000000000000003,-2.3000000000000003,c3,3.0,0,0,a,0.006064333090848,
48.400000000000006,105.0,6.0,5.800000000000001,c2,1.0,1,0,a,0.0036301595223294,30.02057784260298
52.900000000000006,92.0,4.2,3.9,c3,5.0,1,1,a,-0.8505822759561449,
50.1,54.0,3.8,5.6000000000000005,c1,1.0,0,1,a,0.7489620760376821,31.88355108706771
38.5,80.0,1.4,,c1,2.0,1,1,a,-0.1468924774952651,
40.1,252.9583505238111,4.0,-3.7,c2,1.0,1,0,a,-1.0743133377058551,20.63849631028551
50.400000000000006,114.0,5.0,1.3,c2,5.0,1,1,a,3.0720241333079072,32.264812180264755
58.400000000000006,100.0,-5.0,-2.3000000000000003,c2,1.0,0,1,a,0.5587312355983503,41.25902827770958
32.4,23.0,4.3,,c3,1.0,1,0,a,-0.4895297059490487,
52.900000000000006,68.0,3.4000000000000004,1.0,c4,1.0,0,1,a,0.8967585980069454,
59.7,105.0,5.4,4.3,c2,5.0,0,0,a,-0.8970068823791634,42.706598047588784
48.900000000000006,101.0,3.7,10.2,c1,,0,0,a,1.2200659880063771,30.62276711414408
54.6,76.0,5.0,0.2,c1,5.0,0,1,a,1.4367182194533747,36.95182246423797
44.5,70.0,-1.6,,c4,5.0,1,0,a,0.773620608792484,25.67237827191978
49.2,120.0,-0.5,5.1000000000000005,,4.0,0,0,a,1.0155039832548698,
37.2,108.0,-1.9,-5.800000000000001,c1,2.0,1,1,a,1.1707051226060097,17.411778335226636
31.4,76.0,4.9,7.300000000000001,c5,5.0,1,1,a,2.131228511085095,10.900910224230136
57.7,105.0,,-1.2000000000000002,c1,3.0,0,1,a,3.599592526943647,40.48489221102748
42.3,70.0,2.0,-0.8,c3,3.0,1,0,a,-2.2225320029963367,23.135045650480023
46.5,109.0,4.1000000000000005,3.9,c1,3.0,1,0,a,0.8029501238677842,27.900249394969126
